victims,state,verb,report_date,year
4,NA,injured,2/2/2001,2001
1,NL,killed,2/2/2001,2001
1,NL,injured,2/2/2001,2001
2,NA,killed,2/3/2001,2001
3,NA,injured,2/3/2001,2001
1,NA,injured,2/3/2001,2001
2,NA,killed,2/3/2001,2001
2,NA,killed,2/3/2001,2001
1,NA,killed,2/3/2001,2001
1,NA,killed,2/3/2001,2001
1,NA,injured,2/3/2001,2001
2,NA,injured,2/3/2001,2001
1,NA,arrested,2/3/2001,2001
1,AS,killed,2/3/2001,2001
1,MN,injured,2/3/2001,2001
3,AP,arrested,2/3/2001,2001
2,AP,killed,2/3/2001,2001
6,NA,killed,2/4/2001,2001
8,NA,injured,2/4/2001,2001
2,NA,killed,2/4/2001,2001
2,NA,killed,2/4/2001,2001
2,NA,arrested,2/4/2001,2001
3,AS,killed,2/4/2001,2001
0,AS,arrest,2/4/2001,2001
13,AS,surrendered,2/4/2001,2001
5,NA,killed,2/5/2001,2001
3,NA,killed,2/5/2001,2001
0,NA,arrest,2/5/2001,2001
1,NA,killed,2/5/2001,2001
1,NA,injured,2/5/2001,2001
1,NA,killed,2/5/2001,2001
1,AP,killed,2/5/2001,2001
2,NA,killed,2/6/2001,2001
1,NA,killed,2/6/2001,2001
2,TR,killed,2/6/2001,2001
1,TR,arrested,2/6/2001,2001
2,NA,killed,2/7/2001,2001
1,NA,killed,2/7/2001,2001
1,NA,killed,2/7/2001,2001
1,NA,injured,2/7/2001,2001
1,NA,arrested,2/7/2001,2001
7,NA,arrested,2/7/2001,2001
2,TR,killed,2/7/2001,2001
3,NA,killed,2/8/2001,2001
2,NA,injured,2/8/2001,2001
1,NA,killed,2/8/2001,2001
1,NA,injured,2/8/2001,2001
2,NA,arrested,2/8/2001,2001
2,NA,injured,2/8/2001,2001
1,MH,killed,2/8/2001,2001
2,NA,killed,2/9/2001,2001
3,NA,killed,2/9/2001,2001
1,NA,killed,2/9/2001,2001
1,NA,killed,2/9/2001,2001
1,AP,killed,2/9/2001,2001
1,AP,killed,2/9/2001,2001
4,NA,killed,2/10/2001,2001
1,NA,killed,2/10/2001,2001
2,NA,injured,2/10/2001,2001
1,NA,killed,2/10/2001,2001
2,NA,killed,2/10/2001,2001
1,NA,killed,2/10/2001,2001
1,NA,injured,2/10/2001,2001
1,NA,injured,2/10/2001,2001
1,NA,killed,2/10/2001,2001
2,NA,arrested,2/10/2001,2001
3,NA,killed,2/10/2001,2001
1,NA,killed,2/10/2001,2001
1,MN,killed,2/10/2001,2001
1,NA,injured,2/11/2001,2001
15,NA,killed,2/11/2001,2001
4,NA,killed,2/11/2001,2001
1,NA,injured,2/11/2001,2001
2,NA,killed,2/11/2001,2001
1,NA,injured,2/11/2001,2001
2,BR|JH,killed,2/11/2001,2001
1,BR|JH,injured,2/11/2001,2001
4,WB,killed,2/12/2001,2001
4,NA,killed,2/13/2001,2001
2,TR,arrested,2/13/2001,2001
3,NA,killing,2/13/2001,2001
9,JK,killed,2/14/2001,2001
5,JK,killed,2/14/2001,2001
7,JK,killed,2/14/2001,2001
4,JK,killed,2/14/2001,2001
1,JK,killed,2/14/2001,2001
1,JK,killed,2/14/2001,2001
1,JK,injured,2/14/2001,2001
1,NA,arrested,2/15/2001,2001
1,NA,killed,2/15/2001,2001
3,NA,injured,2/15/2001,2001
1,NA,killed,2/15/2001,2001
1,NA,killed,2/15/2001,2001
2,NA,injured,2/15/2001,2001
1,NA,injured,2/15/2001,2001
1,TR,killed,2/15/2001,2001
3,AS,surrendered,2/15/2001,2001
1,AS,killed,2/15/2001,2001
5,NA,killed,2/16/2001,2001
1,AS,injured,2/16/2001,2001
3,MH,arrested,2/16/2001,2001
1,NA,killed,2/18/2001,2001
1,NA,killed,2/18/2001,2001
2,NA,killed,2/18/2001,2001
2,NA,injured,2/18/2001,2001
1,NA,injured,2/18/2001,2001
2,NA,injured,2/18/2001,2001
3,AP,killed,2/18/2001,2001
6,NA,killed,2/20/2001,2001
3,NA,killed,2/20/2001,2001
2,NA,injured,2/20/2001,2001
1,NA,killed,2/20/2001,2001
5,NA,injured,2/20/2001,2001
1,NA,killed,2/20/2001,2001
4,NA,injured,2/20/2001,2001
1,NA,arrested,2/20/2001,2001
1,NA,killed,2/20/2001,2001
1,AS,killed,2/20/2001,2001
1,AS,arrested,2/20/2001,2001
5,AS,arrested,2/20/2001,2001
8,JK,killed,2/21/2001,2001
1,JK,killed,2/21/2001,2001
4,JK,injured,2/21/2001,2001
2,JK,injured,2/21/2001,2001
1,TR,arrested,2/21/2001,2001
1,AS,surrendered,2/21/2001,2001
1,AS,killed,2/21/2001,2001
2,AS,injured,2/21/2001,2001
1,AS,arrested,2/21/2001,2001
7,TN,arrested,2/21/2001,2001
2,AP,killed,2/22/2001,2001
2,PB,killed,2/22/2001,2001
1,NA,killed,2/23/2001,2001
1,NA,killed,2/23/2001,2001
1,NA,killed,2/23/2001,2001
3,NA,killing,2/23/2001,2001
4,NA,injuring,2/23/2001,2001
2,NA,injured,2/23/2001,2001
3,AS,killed,2/23/2001,2001
1,AS,arrested,2/23/2001,2001
1,AS,killed,2/24/2001,2001
4,AS,arrested,2/24/2001,2001
2,NA,killed,2/25/2001,2001
1,NA,killed,2/25/2001,2001
1,NA,injured,2/25/2001,2001
1,NA,killed,2/26/2001,2001
5,NA,injured,2/26/2001,2001
1,AP,killed,2/26/2001,2001
4,MN,killed,2/27/2001,2001
1,MN,injured,2/27/2001,2001
1,NA,killed,2/28/2001,2001
1,NA,killed,2/28/2001,2001
1,NA,injured,2/28/2001,2001
1,JK,injured,3/1/2001,2001
3,JK,injured,3/1/2001,2001
2,JK,killed,3/1/2001,2001
5,NA,killed,3/2/2001,2001
4,NA,injured,3/2/2001,2001
1,NA,killed,3/2/2001,2001
1,NA,killed,3/2/2001,2001
3,NA,arrested,3/2/2001,2001
3,NA,injured,3/2/2001,2001
5,NA,injured,3/2/2001,2001
5,NA,arrested,3/2/2001,2001
1,AS,killed,3/2/2001,2001
1,NA,arrested,3/2/2001,2001
17,JK,killed,3/3/2001,2001
2,JK,killed,3/3/2001,2001
4,JK,injured,3/3/2001,2001
1,JK,killed,3/3/2001,2001
1,JK,killed,3/3/2001,2001
17,JK,arrested,3/3/2001,2001
3,BR|JH,killed,3/3/2001,2001
13,TR,killed,3/4/2001,2001
3,TR,injured,3/4/2001,2001
7,TR,arrested,3/4/2001,2001
1,NA,killed,3/4/2001,2001
2,NA,killed,3/4/2001,2001
14,NA,injured,3/4/2001,2001
2,AS,killed,3/4/2001,2001
6,JK,killed,3/5/2001,2001
4,JK,killed,3/5/2001,2001
1,JK,killed,3/5/2001,2001
1,JK,killed,3/5/2001,2001
17,JK,killing,3/5/2001,2001
2,AP,killed,3/5/2001,2001
3,NA,killed,3/6/2001,2001
1,NA,killed,3/6/2001,2001
2,NA,killed,3/6/2001,2001
2,NA,killed,3/6/2001,2001
1,NA,killed,3/6/2001,2001
8,NA,injured,3/6/2001,2001
2,NA,killed,3/6/2001,2001
5,NA,injured,3/6/2001,2001
10,NA,surrendered,3/6/2001,2001
6,NA,arrested,3/6/2001,2001
42,NA,arrested,3/6/2001,2001
13,TR,killed,3/6/2001,2001
13,TR,killing,3/6/2001,2001
2,NA,killed,3/7/2001,2001
1,NA,killed,3/7/2001,2001
1,NA,killed,3/7/2001,2001
3,NA,injured,3/7/2001,2001
2,NA,injured,3/7/2001,2001
1,NA,arrested,3/7/2001,2001
2,AS,killed,3/7/2001,2001
3,JK,killed,3/8/2001,2001
1,JK,injured,3/8/2001,2001
1,JK,killed,3/8/2001,2001
2,JK,killed,3/8/2001,2001
1,JK,injured,3/8/2001,2001
2,JK,injured,3/8/2001,2001
1,JK,arrested,3/8/2001,2001
3,JH,arrested,3/8/2001,2001
7,JK,killed,3/9/2001,2001
1,JK,killed,3/9/2001,2001
1,JK,killed,3/9/2001,2001
2,JK,killed,3/9/2001,2001
1,JK,killed,3/9/2001,2001
1,JK,injured,3/9/2001,2001
1,JK,injured,3/9/2001,2001
9,JK,killed,3/9/2001,2001
1,MN,killed,3/9/2001,2001
10,MN,injured,3/9/2001,2001
6,NA,killed,3/11/2001,2001
1,NA,killed,3/11/2001,2001
1,NA,killed,3/11/2001,2001
2,NA,injured,3/11/2001,2001
1,NA,killed,3/11/2001,2001
1,NA,killed,3/11/2001,2001
1,NA,killed,3/11/2001,2001
3,AS,killed,3/11/2001,2001
4,OR,arrested,3/11/2001,2001
2,JK,killed,3/12/2001,2001
2,JK,killed,3/12/2001,2001
2,JK,arrested,3/12/2001,2001
1,JK,injured,3/12/2001,2001
1,JK,killed,3/12/2001,2001
1,PB,arrested,3/12/2001,2001
4,JK,killed,3/13/2001,2001
4,JK,killed,3/13/2001,2001
3,JK,killed,3/13/2001,2001
1,JK,killed,3/13/2001,2001
32,JK,injured,3/13/2001,2001
2,JK,injured,3/13/2001,2001
1,TR,killed,3/13/2001,2001
2,AS,arrested,3/13/2001,2001
3,AS,arrested,3/13/2001,2001
6,NA,injured,3/14/2001,2001
2,NA,injured,3/14/2001,2001
1,NA,killed,3/14/2001,2001
1,NA,injured,3/14/2001,2001
2,NA,killed,3/14/2001,2001
1,AP,killed,3/14/2001,2001
2,AS,arrested,3/14/2001,2001
2,AS,arrested,3/14/2001,2001
4,AS,arrested,3/14/2001,2001
885,NA,surrendered,3/14/2001,2001
2,JK,killed,3/15/2001,2001
6,JK,injured,3/15/2001,2001
1,JK,arrested,3/15/2001,2001
2,OR,killed,3/15/2001,2001
4,OR,injured,3/15/2001,2001
3,MN,injured,3/15/2001,2001
1,TR,killed,3/15/2001,2001
1,TR,injured,3/15/2001,2001
6,AS,killed,3/16/2001,2001
1,AS,killed,3/16/2001,2001
2,AS,arrested,3/16/2001,2001
4,JK,killed,3/16/2001,2001
1,JK,injured,3/16/2001,2001
1,JK,killed,3/16/2001,2001
4,JK,injured,3/16/2001,2001
2,JK,injured,3/16/2001,2001
1,JK,killed,3/16/2001,2001
1,JK,killed,3/16/2001,2001
1,JK,killed,3/16/2001,2001
1,AS,arrested,3/17/2001,2001
6,JK,killed,3/18/2001,2001
1,JK,injured,3/18/2001,2001
1,JK,arrested,3/18/2001,2001
2,JK,killed,3/18/2001,2001
1,MN,killed,3/18/2001,2001
3,AP,killed,3/19/2001,2001
4,AP,injured,3/19/2001,2001
2,AP,killed,3/19/2001,2001
4,AP,injured,3/19/2001,2001
3,AS,killed,3/19/2001,2001
1,NA,killed,3/19/2001,2001
1,NA,killed,3/19/2001,2001
1,NA,killed,3/19/2001,2001
1,NA,killed,3/19/2001,2001
1,NA,injured,3/19/2001,2001
1,NA,killed,3/19/2001,2001
2,TR,arrested,3/19/2001,2001
2,TR,arrested,3/19/2001,2001
2,TR,arrested,3/19/2001,2001
6,AS,killed,3/20/2001,2001
5,AS,injured,3/20/2001,2001
1,NA,killed,3/21/2001,2001
1,NA,killed,3/21/2001,2001
1,NA,injured,3/21/2001,2001
1,AS,killed,3/21/2001,2001
10,JK,killed,3/22/2001,2001
1,JK,killed,3/22/2001,2001
3,JK,killed,3/22/2001,2001
12,JK,injured,3/22/2001,2001
2,JK,surrendered,3/22/2001,2001
11,TR,killed,3/22/2001,2001
4,NA,arrested,3/22/2001,2001
1,JK,killed,3/23/2001,2001
1,JK,injured,3/23/2001,2001
1,JK,killed,3/23/2001,2001
1,AS,killed,3/23/2001,2001
1,NA,killed,3/24/2001,2001
1,NA,killed,3/24/2001,2001
1,NA,killed,3/24/2001,2001
1,NA,killed,3/24/2001,2001
3,NA,killed,3/24/2001,2001
1,NA,killed,3/24/2001,2001
4,NA,injured,3/24/2001,2001
5,AS,killed,3/24/2001,2001
4,JK,killed,3/25/2001,2001
2,JK,injured,3/25/2001,2001
2,JK,killed,3/25/2001,2001
1,JK,killed,3/25/2001,2001
1,JK,killed,3/25/2001,2001
1,JK,killed,3/25/2001,2001
4,WB,killed,3/25/2001,2001
2,AP,killed,3/25/2001,2001
2,JK,killed,3/26/2001,2001
1,AS,surrendered,3/26/2001,2001
1,AS,killed,3/26/2001,2001
2,AS,killed,3/26/2001,2001
1,AS,killed,3/27/2001,2001
4,JK,killed,3/28/2001,2001
1,JK,killed,3/28/2001,2001
1,JK,killed,3/28/2001,2001
1,AS,killed,3/28/2001,2001
1,JK,killed,3/29/2001,2001
1,JK,killed,3/29/2001,2001
1,JK,injured,3/29/2001,2001
1,AS,killed,3/29/2001,2001
1,AS,arrested,3/29/2001,2001
10,AS,arrested,3/29/2001,2001
2,AS,surrendered,3/29/2001,2001
1,NA,arrested,3/29/2001,2001
1,NA,surrendered,3/29/2001,2001
10,MH,arresting,3/29/2001,2001
1,NA,killed,3/30/2001,2001
1,NA,killed,3/30/2001,2001
4,AS,killed,3/31/2001,2001
1,AS,killed,3/31/2001,2001
6,AP,killed,3/31/2001,2001
1,AP,injured,3/31/2001,2001
3,AP,killed,3/31/2001,2001
1,AP,killed,3/31/2001,2001
1,AP,killed,3/31/2001,2001
1,AP,injured,3/31/2001,2001
3,JK,killed,3/31/2001,2001
2,JK,killed,3/31/2001,2001
1,JK,killed,3/31/2001,2001
1,PB,arrested,3/31/2001,2001
2,JK,killed,4/1/2001,2001
3,AP,arrested,4/1/2001,2001
1,NA,killed,4/2/2001,2001
1,NA,killed,4/2/2001,2001
1,NA,injured,4/2/2001,2001
4,NA,injured,4/2/2001,2001
1,NA,killed,4/2/2001,2001
1,AS,killed,4/2/2001,2001
1,AS,killed,4/2/2001,2001
2,TR,arrested,4/2/2001,2001
1,TR,arrested,4/2/2001,2001
1,NA,killed,4/3/2001,2001
1,NA,surrendered,4/3/2001,2001
1,NA,killed,4/3/2001,2001
1,NA,killed,4/3/2001,2001
2,NA,killed,4/3/2001,2001
1,NA,killed,4/3/2001,2001
1,NA,injured,4/3/2001,2001
1,NA,injured,4/3/2001,2001
1,AS,killed,4/3/2001,2001
2,AP,arrested,4/3/2001,2001
1,NA,killed,4/4/2001,2001
5,NA,injured,4/4/2001,2001
1,NA,killed,4/4/2001,2001
2,NA,killed,4/4/2001,2001
1,NA,killed,4/4/2001,2001
1,AS,killed,4/4/2001,2001
1,MH,killed,4/4/2001,2001
1,UP,arrested,4/4/2001,2001
4,JK,killed,4/5/2001,2001
3,JK,injured,4/5/2001,2001
1,JK,killed,4/5/2001,2001
1,JK,killed,4/5/2001,2001
4,NA,arrested,4/6/2001,2001
1,NA,killed,4/6/2001,2001
3,AP,arrested,4/6/2001,2001
1,RJ,arrested,4/6/2001,2001
6,NA,killed,4/7/2001,2001
2,NA,killed,4/7/2001,2001
15,NA,injured,4/7/2001,2001
1,NA,killed,4/7/2001,2001
8,JH,injured,4/7/2001,2001
2,JK,killed,4/8/2001,2001
1,JK,arrested,4/8/2001,2001
1,JK,arrested,4/8/2001,2001
2,JK,killed,4/8/2001,2001
2,AS,killed,4/8/2001,2001
2,MN,killed,4/8/2001,2001
3,NA,injured,4/9/2001,2001
2,NA,killed,4/9/2001,2001
3,NA,killed,4/10/2001,2001
1,NA,killed,4/10/2001,2001
1,NA,killed,4/10/2001,2001
1,NA,killed,4/10/2001,2001
2,NA,injured,4/10/2001,2001
1,NA,killed,4/10/2001,2001
1,NA,injured,4/10/2001,2001
1,NA,killed,4/10/2001,2001
1,NA,killed,4/10/2001,2001
1,AS,killed,4/10/2001,2001
3,NA,killed,4/11/2001,2001
1,NA,killed,4/11/2001,2001
1,NA,killed,4/11/2001,2001
1,NA,killed,4/11/2001,2001
3,AP,killed,4/11/2001,2001
1,AS,arrested,4/11/2001,2001
1,AS,killed,4/11/2001,2001
2,TR,arrested,4/11/2001,2001
4,AS,killed,4/12/2001,2001
6,AS,arrested,4/12/2001,2001
3,AS,killed,4/12/2001,2001
1,AS,killed,4/12/2001,2001
1,AS,injured,4/12/2001,2001
5,TR,killed,4/12/2001,2001
4,TR,injured,4/12/2001,2001
5,NA,killed,4/12/2001,2001
4,NA,injured,4/12/2001,2001
2,NA,killed,4/12/2001,2001
3,NA,killed,4/12/2001,2001
6,NA,killed,4/12/2001,2001
1,WB,killed,4/12/2001,2001
2,NA,killed,4/13/2001,2001
1,NA,killed,4/13/2001,2001
1,NA,killed,4/13/2001,2001
1,NA,injured,4/13/2001,2001
323,NA,arrested,4/13/2001,2001
7,JH,injured,4/13/2001,2001
2,TR,arrested,4/13/2001,2001
2,TR,arrested,4/13/2001,2001
1,TR,surrendered,4/13/2001,2001
3,NA,killed,4/14/2001,2001
1,NA,killed,4/14/2001,2001
1,NA,killed,4/14/2001,2001
1,NA,killed,4/14/2001,2001
1,NA,killed,4/14/2001,2001
1,NA,killed,4/14/2001,2001
6,NA,killed,4/15/2001,2001
7,NA,injured,4/15/2001,2001
9,NA,injured,4/15/2001,2001
3,NA,killed,4/15/2001,2001
1,NA,killed,4/15/2001,2001
2,NA,injured,4/15/2001,2001
14,JH,killed,4/15/2001,2001
1,AS,arrested,4/15/2001,2001
2,AS,killed,4/15/2001,2001
4,NA,arrested,4/15/2001,2001
4,JK,killed,4/16/2001,2001
1,JK,injured,4/16/2001,2001
2,JK,injured,4/16/2001,2001
7,MN,killed,4/16/2001,2001
7,MN,injured,4/16/2001,2001
2,TR,killed,4/16/2001,2001
5,NA,arrested,4/16/2001,2001
4,NA,arrested,4/16/2001,2001
14,NA,killed,4/16/2001,2001
1,NA,killed,4/16/2001,2001
10,NA,killed,4/17/2001,2001
1,NA,killed,4/17/2001,2001
1,NA,arrested,4/17/2001,2001
1,NA,killed,4/17/2001,2001
1,NA,killed,4/17/2001,2001
4,AS,killed,4/17/2001,2001
1,CT,killed,4/17/2001,2001
9,NA,killed,4/19/2001,2001
2,NA,injured,4/19/2001,2001
1,NA,killed,4/19/2001,2001
1,NA,injured,4/19/2001,2001
1,NA,injured,4/19/2001,2001
1,NA,arrested,4/19/2001,2001
3,NA,killed,4/19/2001,2001
4,NA,injured,4/19/2001,2001
3,AP,killed,4/19/2001,2001
2,AP,injured,4/19/2001,2001
4,NA,killed,4/20/2001,2001
1,NA,killed,4/20/2001,2001
4,AP,killed,4/20/2001,2001
3,AP,injured,4/20/2001,2001
1,AP,killed,4/20/2001,2001
3,NA,arrested,4/20/2001,2001
3,NA,killed,4/20/2001,2001
2,JK,killed,4/21/2001,2001
1,JK,killed,4/21/2001,2001
1,JK,killed,4/21/2001,2001
1,JK,killed,4/21/2001,2001
1,AS,arrested,4/21/2001,2001
1,AS,killed,4/21/2001,2001
16,TR,injured,4/21/2001,2001
1,NA,killed,4/22/2001,2001
4,MN,arrested,4/22/2001,2001
1,AS,arrested,4/22/2001,2001
1,NA,killed,4/23/2001,2001
16,NA,injured,4/23/2001,2001
2,NA,killed,4/23/2001,2001
1,NA,killed,4/23/2001,2001
1,NA,killed,4/23/2001,2001
1,NA,arrested,4/23/2001,2001
2,AS,killed,4/23/2001,2001
2,AS,injured,4/23/2001,2001
1,TR,killed,4/23/2001,2001
1,TR,arrested,4/23/2001,2001
4,NA,arrested,4/23/2001,2001
3,UP,killed,4/23/2001,2001
7,GJ,arrested,4/23/2001,2001
16,NA,injured,4/24/2001,2001
5,NA,injured,4/24/2001,2001
2,NA,injured,4/24/2001,2001
4,NA,injured,4/24/2001,2001
18,NA,injured,4/24/2001,2001
1,NA,injured,4/24/2001,2001
1,NA,killed,4/24/2001,2001
1,NA,arrested,4/24/2001,2001
2,NA,killed,4/24/2001,2001
3,NA,injured,4/24/2001,2001
1,NA,injured,4/24/2001,2001
1,NA,killed,4/24/2001,2001
1,AP,killed,4/24/2001,2001
1,AP,killed,4/24/2001,2001
2,NA,killed,4/25/2001,2001
1,NA,killed,4/25/2001,2001
3,NA,injured,4/25/2001,2001
1,NA,killed,4/25/2001,2001
1,NA,injured,4/25/2001,2001
1,NA,killed,4/25/2001,2001
1,NA,killed,4/25/2001,2001
3,NA,injured,4/25/2001,2001
1,NA,killed,4/25/2001,2001
1,NA,killed,4/25/2001,2001
2,BR|JH,killed,4/25/2001,2001
1,NA,arrested,4/25/2001,2001
1,NA,killed,4/25/2001,2001
3,NA,killed,4/26/2001,2001
2,NA,killed,4/26/2001,2001
20,NA,injured,4/26/2001,2001
2,NA,injured,4/26/2001,2001
0,NA,arrested,4/26/2001,2001
2,NA,killed,4/26/2001,2001
1,AS,killed,4/26/2001,2001
3,NA,killed,4/26/2001,2001
1,NA,injured,4/26/2001,2001
3,NA,arrested,4/26/2001,2001
2,PB,arrested,4/26/2001,2001
6,NA,killed,4/27/2001,2001
1,NA,killed,4/27/2001,2001
2,NA,killed,4/27/2001,2001
2,NA,killed,4/27/2001,2001
1,NA,killed,4/27/2001,2001
1,NA,killed,4/27/2001,2001
3,NA,killed,4/27/2001,2001
1,NA,killed,4/27/2001,2001
2,NA,killed,4/27/2001,2001
2,AS,killed,4/27/2001,2001
1,TR,killed,4/27/2001,2001
1,TR,injured,4/27/2001,2001
8,TR,arrested,4/27/2001,2001
1,AP,killed,4/27/2001,2001
1,AP,injured,4/27/2001,2001
20,NA,injured,4/28/2001,2001
2,NA,killed,4/28/2001,2001
1,NA,killed,4/28/2001,2001
4,NA,killed,4/28/2001,2001
2,NA,killed,4/28/2001,2001
1,NA,killed,4/28/2001,2001
1,NA,killed,4/28/2001,2001
1,AS,killed,4/28/2001,2001
3,AS,arrested,4/28/2001,2001
3,OR,arrested,4/29/2001,2001
1,JK,killed,4/29/2001,2001
1,JK,killed,4/29/2001,2001
2,JK,killing,4/29/2001,2001
11,JK,killed,4/30/2001,2001
6,JK,killed,4/30/2001,2001
4,JK,injured,4/30/2001,2001
2,JK,killed,4/30/2001,2001
1,JK,killed,4/30/2001,2001
1,JK,killed,4/30/2001,2001
2,AS,killed,4/30/2001,2001
1,AS,killed,4/30/2001,2001
1,AS,killed,4/30/2001,2001
2,UP,arrested,4/30/2001,2001
2,NA,killed,5/1/2001,2001
1,NA,killed,5/1/2001,2001
1,NA,surrendered,5/1/2001,2001
1,NA,killed,5/1/2001,2001
3,AS,injured,5/1/2001,2001
1,AS,surrendered,5/1/2001,2001
1,AS,killed,5/1/2001,2001
2,AS,killed,5/1/2001,2001
1,UP,arrested,5/1/2001,2001
1,NA,arrested,5/1/2001,2001
2,NA,killed,5/2/2001,2001
2,NA,injured,5/2/2001,2001
2,NA,killed,5/2/2001,2001
2,NA,killed,5/2/2001,2001
1,NA,injured,5/2/2001,2001
2,AS,killed,5/2/2001,2001
1,NA,killed,5/3/2001,2001
1,NA,killed,5/3/2001,2001
5,NA,arrested,5/3/2001,2001
1,NA,killed,5/3/2001,2001
3,AS,arrested,5/3/2001,2001
1,AS,arrested,5/3/2001,2001
7,NA,killed,5/4/2001,2001
7,NA,killed,5/4/2001,2001
1,NA,killed,5/4/2001,2001
4,NA,injured,5/4/2001,2001
2,NA,injured,5/4/2001,2001
3,NA,injured,5/4/2001,2001
1,NA,killed,5/4/2001,2001
1,NA,killed,5/4/2001,2001
5,NA,killed,5/4/2001,2001
2,NA,killed,5/4/2001,2001
3,AS,killed,5/4/2001,2001
16,AS,injuring,5/4/2001,2001
3,AS,killing,5/4/2001,2001
4,AS,injuring,5/4/2001,2001
16,AS,injuring,5/4/2001,2001
1,AS,killed,5/4/2001,2001
1,AS,killed,5/4/2001,2001
1,JH,killed,5/4/2001,2001
1,NA,arrested,5/4/2001,2001
2,JK,killed,5/5/2001,2001
2,JK,killed,5/5/2001,2001
2,JK,injured,5/5/2001,2001
1,JK,killed,5/5/2001,2001
1,JK,killed,5/5/2001,2001
1,AP,killed,5/5/2001,2001
2,AS,killed,5/6/2001,2001
2,AS,injured,5/6/2001,2001
3,AS,killed,5/6/2001,2001
4,AS,killed,5/6/2001,2001
1,AS,killed,5/6/2001,2001
1,AS,killed,5/6/2001,2001
3,NA,killed,5/6/2001,2001
3,NA,arrested,5/6/2001,2001
2,AP,arrested,5/6/2001,2001
1,JK,killed,5/7/2001,2001
2,JK,injured,5/7/2001,2001
1,JK,killed,5/7/2001,2001
4,JK,arrested,5/7/2001,2001
2,NA,killed,5/7/2001,2001
2,JH,injured,5/7/2001,2001
4,NA,injured,5/8/2001,2001
5,NA,killed,5/8/2001,2001
1,NA,killed,5/8/2001,2001
1,NA,killed,5/8/2001,2001
1,NA,killed,5/8/2001,2001
1,NA,killed,5/8/2001,2001
2,AS,killed,5/8/2001,2001
1,AS,injured,5/8/2001,2001
9,AS,injured,5/8/2001,2001
1,AS,killed,5/8/2001,2001
3,JK,killed,5/9/2001,2001
1,JK,killed,5/9/2001,2001
1,JK,killed,5/9/2001,2001
1,JK,surrendered,5/9/2001,2001
1,AS,killed,5/9/2001,2001
1,AS,killed,5/9/2001,2001
2,AP,killed,5/9/2001,2001
1,NA,killed,5/10/2001,2001
1,NA,killed,5/10/2001,2001
1,NA,killed,5/10/2001,2001
2,NA,injured,5/10/2001,2001
1,NA,injured,5/10/2001,2001
4,JH,killed,5/10/2001,2001
8,JH,injured,5/10/2001,2001
1,MN,killed,5/10/2001,2001
4,AS,arrested,5/10/2001,2001
3,JK,injured,5/11/2001,2001
1,JK,killed,5/11/2001,2001
1,JK,killed,5/11/2001,2001
1,JK,killed,5/11/2001,2001
3,AS,killed,5/11/2001,2001
2,AS,killed,5/11/2001,2001
1,AS,killed,5/11/2001,2001
5,AS,arrested,5/11/2001,2001
1,AS,killed,5/11/2001,2001
1,NA,killed,5/11/2001,2001
2,JK,killed,5/12/2001,2001
1,JK,killed,5/12/2001,2001
1,JK,killed,5/12/2001,2001
1,JK,injured,5/12/2001,2001
1,JK,arrested,5/12/2001,2001
1,JK,killed,5/12/2001,2001
2,JK,injured,5/12/2001,2001
1,JK,killed,5/12/2001,2001
3,JK,injured,5/12/2001,2001
4,AS,killed,5/12/2001,2001
2,NA,arrested,5/12/2001,2001
1,JK,killed,5/13/2001,2001
2,JK,killed,5/13/2001,2001
2,JK,killed,5/13/2001,2001
1,JK,injured,5/13/2001,2001
2,JK,killed,5/13/2001,2001
2,NA,killed,5/14/2001,2001
1,NA,killed,5/14/2001,2001
1,NA,killed,5/14/2001,2001
2,NA,killed,5/14/2001,2001
1,NA,killed,5/14/2001,2001
4,NA,injured,5/14/2001,2001
1,NA,injured,5/14/2001,2001
3,NA,injured,5/14/2001,2001
1,NA,injured,5/14/2001,2001
1,NA,killed,5/14/2001,2001
1,NA,arrested,5/14/2001,2001
5,JK,killed,5/15/2001,2001
1,JK,killed,5/15/2001,2001
1,JK,killed,5/15/2001,2001
1,JK,injured,5/15/2001,2001
3,JK,killed,5/15/2001,2001
2,JK,injured,5/15/2001,2001
2,NA,killed,5/16/2001,2001
1,NA,killed,5/16/2001,2001
1,NA,killed,5/16/2001,2001
3,NA,injured,5/16/2001,2001
1,NA,killed,5/16/2001,2001
14,NA,injured,5/16/2001,2001
1,NA,arrested,5/16/2001,2001
1,NA,killed,5/16/2001,2001
3,NA,injured,5/16/2001,2001
1,TR,arrested,5/16/2001,2001
2,TR,arrested,5/17/2001,2001
1,NA,injured,5/17/2001,2001
5,NA,killed,5/18/2001,2001
1,NA,killed,5/18/2001,2001
15,NA,injured,5/18/2001,2001
2,NA,killed,5/18/2001,2001
1,NA,injured,5/18/2001,2001
2,AS,killed,5/18/2001,2001
1,NA,killed,5/18/2001,2001
1,AP,arrested,5/18/2001,2001
5,JK,killed,5/19/2001,2001
2,JK,killed,5/19/2001,2001
2,JK,arrested,5/19/2001,2001
2,JK,killed,5/19/2001,2001
1,JK,killed,5/19/2001,2001
5,AP,killed,5/19/2001,2001
1,NA,killed,5/19/2001,2001
1,JK,killed,5/20/2001,2001
14,JK,injured,5/20/2001,2001
1,JK,killed,5/20/2001,2001
1,JK,killed,5/20/2001,2001
3,MN,killed,5/21/2001,2001
1,JK,killed,5/21/2001,2001
3,JK,killed,5/21/2001,2001
1,JK,killed,5/21/2001,2001
