victims,state,verb,report_date,year
1,JK,killed,5/21/2001,2001
2,NA,arrested,5/21/2001,2001
1,TR,killed,5/22/2001,2001
30,AP,arrested,5/22/2001,2001
1,AP,killed,5/22/2001,2001
9,NA,arrested,5/22/2001,2001
2,NA,arrested,5/22/2001,2001
0,NA,kill,5/22/2001,2001
1,AP,killed,5/23/2001,2001
1,AP,killed,5/23/2001,2001
1,AP,injured,5/23/2001,2001
1,MH,killed,5/23/2001,2001
1,AS,killed,5/24/2001,2001
1,AS,killed,5/24/2001,2001
2,AS,arrested,5/24/2001,2001
3,AS,arrested,5/24/2001,2001
2,AS,arrested,5/24/2001,2001
2,AP,killed,5/24/2001,2001
6,AP,arrested,5/24/2001,2001
1,WB,arrested,5/24/2001,2001
11,JK,arrested,5/24/2001,2001
1,NA,killed,5/25/2001,2001
2,NA,killed,5/25/2001,2001
1,NA,killed,5/25/2001,2001
1,AS,killed,5/25/2001,2001
1,MH,surrendered,5/25/2001,2001
5,NA,killed,5/26/2001,2001
2,NA,injured,5/26/2001,2001
2,AS,killed,5/26/2001,2001
1,TR,killed,5/26/2001,2001
1,NA,killed,5/27/2001,2001
1,NA,killed,5/27/2001,2001
1,NA,killed,5/27/2001,2001
2,NA,injured,5/27/2001,2001
7,NA,killed,5/28/2001,2001
1,NA,killed,5/28/2001,2001
2,NA,injured,5/28/2001,2001
1,NA,injured,5/28/2001,2001
5,NA,arrested,5/28/2001,2001
2,NA,killed,5/29/2001,2001
7,NA,injured,5/29/2001,2001
1,NA,killed,5/29/2001,2001
1,NA,killed,5/29/2001,2001
1,NA,killed,5/29/2001,2001
3,NA,injured,5/29/2001,2001
1,NA,arrested,5/29/2001,2001
1,NA,killed,5/29/2001,2001
5,NA,injured,5/29/2001,2001
1,AS,killed,5/29/2001,2001
1,AS,injured,5/29/2001,2001
1,MN,killed,5/29/2001,2001
6,BR|JH,arrested,5/30/2001,2001
0,BR|JH,arrest,5/30/2001,2001
5,NA,killed,5/31/2001,2001
2,NA,killed,5/31/2001,2001
6,NA,injured,5/31/2001,2001
1,NA,killed,5/31/2001,2001
1,NA,killed,5/31/2001,2001
2,NA,killed,5/31/2001,2001
15,NA,injured,5/31/2001,2001
1,TR,surrendered,5/31/2001,2001
3,NA,killed,6/1/2001,2001
2,NA,injured,6/1/2001,2001
1,NA,killed,6/1/2001,2001
3,NA,killed,6/1/2001,2001
1,NA,arrested,6/1/2001,2001
2,NA,arrested,6/1/2001,2001
7,NA,killed,6/2/2001,2001
2,NA,killed,6/2/2001,2001
1,NA,killed,6/2/2001,2001
1,NA,killed,6/2/2001,2001
1,NA,killed,6/2/2001,2001
1,NA,killed,6/2/2001,2001
1,NA,killed,6/2/2001,2001
2,NA,killed,6/3/2001,2001
1,NA,killed,6/3/2001,2001
1,NA,killed,6/3/2001,2001
1,NA,killed,6/3/2001,2001
1,NA,killed,6/3/2001,2001
1,NA,injured,6/3/2001,2001
2,NA,injured,6/3/2001,2001
2,NA,killed,6/3/2001,2001
33,NA,injured,6/3/2001,2001
11,NA,killed,6/4/2001,2001
1,NA,killed,6/4/2001,2001
1,NA,killed,6/4/2001,2001
1,NA,injured,6/4/2001,2001
1,NA,injured,6/4/2001,2001
2,NA,arrested,6/4/2001,2001
1,NA,killed,6/4/2001,2001
1,AP,killed,6/4/2001,2001
1,AP,killed,6/4/2001,2001
10,JK,killed,6/5/2001,2001
4,JK,killed,6/5/2001,2001
17,JK,injured,6/5/2001,2001
3,JK,killed,6/5/2001,2001
3,JK,injured,6/5/2001,2001
1,JK,surrendered,6/5/2001,2001
10,AS,killed,6/5/2001,2001
0,AS,killed,6/5/2001,2001
5,AS,injured,6/5/2001,2001
3,TR,killed,6/5/2001,2001
4,TR,injured,6/5/2001,2001
3,NA,arrested,6/5/2001,2001
3,AP,arrested,6/5/2001,2001
7,NA,killed,6/6/2001,2001
2,NA,killed,6/6/2001,2001
1,NA,killed,6/6/2001,2001
1,NA,surrendered,6/6/2001,2001
1,NA,killed,6/6/2001,2001
1,NA,injured,6/6/2001,2001
1,NA,injured,6/6/2001,2001
5,MZ,arrested,6/6/2001,2001
1,NA,killed,6/7/2001,2001
2,NA,killed,6/7/2001,2001
1,NA,killed,6/7/2001,2001
2,NA,killed,6/7/2001,2001
1,NA,killed,6/7/2001,2001
4,NA,injured,6/7/2001,2001
1,NA,injured,6/7/2001,2001
1,AP,killed,6/8/2001,2001
1,AP,injuring,6/8/2001,2001
1,AP,killed,6/8/2001,2001
2,NA,killed,6/9/2001,2001
1,NA,killed,6/9/2001,2001
1,NA,killed,6/9/2001,2001
3,NA,killed,6/9/2001,2001
1,MN,killed,6/9/2001,2001
1,MN,arrested,6/9/2001,2001
1,MN,arrested,6/9/2001,2001
4,NA,injured,6/9/2001,2001
7,AP,killed,6/10/2001,2001
4,AP,killed,6/10/2001,2001
2,AP,killed,6/10/2001,2001
2,AP,killed,6/10/2001,2001
1,AP,killed,6/10/2001,2001
7,NA,killed,6/10/2001,2001
1,NA,killed,6/10/2001,2001
1,NA,killed,6/10/2001,2001
5,MN,killed,6/10/2001,2001
4,NL,killed,6/10/2001,2001
1,NL,killed,6/10/2001,2001
2,JH,killed,6/10/2001,2001
6,JH,injured,6/10/2001,2001
2,UP,killed,6/11/2001,2001
1,MN,killed,6/11/2001,2001
1,MN,arrested,6/11/2001,2001
3,NA,killed,6/12/2001,2001
1,NA,killed,6/12/2001,2001
2,NA,injured,6/12/2001,2001
2,NA,killed,6/12/2001,2001
2,NA,injured,6/12/2001,2001
1,NA,killed,6/12/2001,2001
9,BR|JH,arrested,6/12/2001,2001
4,BR|JH,arrested,6/12/2001,2001
5,BR|JH,arrested,6/12/2001,2001
3,NA,killed,6/13/2001,2001
1,NA,killed,6/13/2001,2001
1,NA,injured,6/13/2001,2001
1,NA,injured,6/13/2001,2001
2,NA,killed,6/13/2001,2001
3,NA,injured,6/13/2001,2001
1,NA,killed,6/13/2001,2001
2,NA,arrested,6/13/2001,2001
1,AS,killed,6/13/2001,2001
7,JH,arrested,6/13/2001,2001
6,JH,arrested,6/13/2001,2001
1,JH,arrested,6/13/2001,2001
2,NA,killed,6/14/2001,2001
2,NA,killed,6/14/2001,2001
3,NA,killed,6/14/2001,2001
2,NA,injured,6/14/2001,2001
1,AP,killed,6/14/2001,2001
1,AP,killed,6/14/2001,2001
2,AP,surrendered,6/14/2001,2001
6,NA,injured,6/14/2001,2001
9,NA,killed,6/15/2001,2001
1,NA,killed,6/15/2001,2001
20,NA,injured,6/15/2001,2001
3,NA,injured,6/15/2001,2001
3,AS,killed,6/15/2001,2001
1,AS,killed,6/15/2001,2001
2,AS,arrested,6/15/2001,2001
6,NA,killed,6/15/2001,2001
6,AP,killed,6/16/2001,2001
1,NA,killed,6/16/2001,2001
1,NA,killed,6/16/2001,2001
1,NA,injured,6/16/2001,2001
1,NA,arrested,6/16/2001,2001
1,NA,arrested,6/16/2001,2001
1,NA,surrendered,6/16/2001,2001
1,NA,killed,6/16/2001,2001
1,NA,killed,6/16/2001,2001
1,TR,killed,6/16/2001,2001
2,TR,arrested,6/16/2001,2001
1,TR,arrested,6/16/2001,2001
1,TR,arrested,6/16/2001,2001
1,AS,arrested,6/16/2001,2001
1,NA,injured,6/17/2001,2001
3,NA,killed,6/17/2001,2001
1,NA,killed,6/17/2001,2001
1,NA,killed,6/17/2001,2001
1,NA,killed,6/17/2001,2001
1,NA,killed,6/17/2001,2001
2,BR|JH,killed,6/18/2001,2001
1,NA,arrested,6/18/2001,2001
1,NA,killed,6/19/2001,2001
2,NA,injured,6/19/2001,2001
1,NA,killed,6/19/2001,2001
6,NA,killed,6/20/2001,2001
2,NA,killed,6/20/2001,2001
5,NA,killed,6/20/2001,2001
1,NA,killed,6/20/2001,2001
1,NA,killed,6/20/2001,2001
2,NA,killed,6/20/2001,2001
1,NA,injured,6/20/2001,2001
1,NA,killed,6/20/2001,2001
1,JH,killed,6/21/2001,2001
1,PB,arrested,6/21/2001,2001
13,AS,killed,6/22/2001,2001
13,AS,surrendered,6/22/2001,2001
10,AS,injured,6/22/2001,2001
3,AP,killed,6/22/2001,2001
1,AP,killed,6/22/2001,2001
3,TR,arrested,6/22/2001,2001
3,JK,killed,6/23/2001,2001
1,JK,killed,6/23/2001,2001
2,JK,killed,6/23/2001,2001
1,ML,arrested,6/23/2001,2001
1,BR|JH,arrested,6/23/2001,2001
2,JH,killed,6/24/2001,2001
4,JK,killed,6/25/2001,2001
1,JK,killed,6/25/2001,2001
2,JK,injured,6/25/2001,2001
2,JK,injured,6/25/2001,2001
1,JH,killed,6/25/2001,2001
5,NA,arrested,6/25/2001,2001
3,NA,killed,6/26/2001,2001
3,NA,injured,6/26/2001,2001
3,NA,killed,6/26/2001,2001
2,NA,killed,6/26/2001,2001
2,NA,killed,6/26/2001,2001
2,NA,killed,6/26/2001,2001
1,NA,killed,6/26/2001,2001
2,NA,killed,6/26/2001,2001
1,JK,killed,6/29/2001,2001
2,JK,killed,6/29/2001,2001
2,JK,injured,6/30/2001,2001
3,AS,arrested,6/30/2001,2001
1,NA,killed,7/1/2001,2001
1,NA,killed,7/1/2001,2001
1,NA,killed,7/1/2001,2001
1,NA,killed,7/1/2001,2001
1,NA,killed,7/1/2001,2001
2,AS,killed,7/1/2001,2001
1,AS,injured,7/1/2001,2001
2,NA,killed,7/2/2001,2001
1,NA,killed,7/2/2001,2001
1,NA,killed,7/2/2001,2001
9,NA,injured,7/2/2001,2001
1,AP,killed,7/2/2001,2001
1,AS,killing,7/2/2001,2001
1,AS,killed,7/2/2001,2001
12,NA,arrested,7/2/2001,2001
2,NA,arrested,7/2/2001,2001
5,NA,killed,7/3/2001,2001
2,NA,killed,7/3/2001,2001
1,NA,killed,7/3/2001,2001
2,NA,killed,7/3/2001,2001
1,NA,killed,7/4/2001,2001
1,NA,killed,7/4/2001,2001
2,BR|JH,arrested,7/4/2001,2001
2,NA,killed,7/5/2001,2001
11,NA,injured,7/5/2001,2001
4,NA,killed,7/5/2001,2001
4,NA,killed,7/5/2001,2001
1,NA,injured,7/5/2001,2001
1,NA,injured,7/5/2001,2001
2,AS,killed,7/5/2001,2001
1,TR,killed,7/5/2001,2001
2,AP,injured,7/5/2001,2001
0,AP,kill,7/5/2001,2001
6,TR,surrendered,7/5/2001,2001
6,NA,killed,7/6/2001,2001
1,NA,killed,7/6/2001,2001
2,NA,killed,7/6/2001,2001
2,NA,killed,7/6/2001,2001
1,NA,injured,7/6/2001,2001
1,AP,killed,7/6/2001,2001
3,JH,injured,7/6/2001,2001
4,NA,killed,7/7/2001,2001
5,NA,injured,7/7/2001,2001
2,NA,killed,7/7/2001,2001
8,NA,killed,7/7/2001,2001
2,NA,killed,7/7/2001,2001
8,JH,killed,7/7/2001,2001
2,RJ,arrested,7/7/2001,2001
3,JK,killed,7/8/2001,2001
1,JK,arrested,7/8/2001,2001
1,JK,killed,7/8/2001,2001
1,JK,killed,7/8/2001,2001
1,JK,killed,7/8/2001,2001
1,NA,killed,7/8/2001,2001
3,NA,killed,7/9/2001,2001
2,NA,injured,7/9/2001,2001
1,NA,killed,7/9/2001,2001
1,NA,killed,7/9/2001,2001
1,NA,killed,7/9/2001,2001
1,AS,killed,7/9/2001,2001
2,AS,killed,7/9/2001,2001
12,NA,killed,7/10/2001,2001
5,NA,killed,7/10/2001,2001
5,NA,killed,7/10/2001,2001
5,NA,killed,7/10/2001,2001
1,NA,injured,7/10/2001,2001
3,NA,killed,7/10/2001,2001
1,NA,killed,7/10/2001,2001
1,NA,killed,7/10/2001,2001
1,NA,killed,7/10/2001,2001
2,AP,killed,7/10/2001,2001
7,AP,injured,7/10/2001,2001
4,BR|JH,arrested,7/10/2001,2001
4,RJ,arrested,7/10/2001,2001
2,AS,killed,7/11/2001,2001
1,AS,killed,7/11/2001,2001
1,AS,killed,7/11/2001,2001
4,JK,killed,7/12/2001,2001
1,JK,killed,7/12/2001,2001
1,JK,killed,7/12/2001,2001
3,AS,surrendered,7/12/2001,2001
3,AS,arrested,7/12/2001,2001
5,AS,arrested,7/12/2001,2001
5,NA,killed,7/13/2001,2001
3,NA,killed,7/13/2001,2001
2,NA,killed,7/13/2001,2001
2,NA,injured,7/13/2001,2001
4,NA,killed,7/13/2001,2001
6,NA,killed,7/13/2001,2001
1,NA,killed,7/13/2001,2001
2,NA,arrested,7/13/2001,2001
3,JH,killed,7/13/2001,2001
3,JH,injured,7/13/2001,2001
4,NA,killed,7/14/2001,2001
4,NA,injured,7/14/2001,2001
1,NA,killed,7/14/2001,2001
1,NA,killed,7/14/2001,2001
1,NL,killed,7/14/2001,2001
4,JH,arrested,7/14/2001,2001
3,AS,arrested,7/14/2001,2001
1,NA,injured,7/14/2001,2001
0,AS|MN,killing,7/14/2001,2001
2,NA,killed,7/15/2001,2001
1,NA,killed,7/15/2001,2001
6,NA,killed,7/15/2001,2001
2,NA,killed,7/15/2001,2001
10,NA,injured,7/15/2001,2001
1,NA,killed,7/15/2001,2001
1,NA,injured,7/15/2001,2001
1,NA,injured,7/15/2001,2001
1,JH,arrested,7/15/2001,2001
3,NA,arrested,7/15/2001,2001
2,AS,arrested,7/15/2001,2001
2,AS,arrested,7/15/2001,2001
32,NA,killed,7/16/2001,2001
1,NA,killed,7/16/2001,2001
7,NA,killed,7/16/2001,2001
1,NA,killed,7/16/2001,2001
1,NA,killed,7/16/2001,2001
4,NA,killed,7/16/2001,2001
3,NA,killed,7/16/2001,2001
1,AS,killed,7/16/2001,2001
1,TR,killed,7/16/2001,2001
1,TR,injured,7/16/2001,2001
2,TR,arrested,7/16/2001,2001
3,NA,killed,7/17/2001,2001
2,NA,killed,7/17/2001,2001
2,NA,killed,7/17/2001,2001
0,NA,injured,7/17/2001,2001
5,NA,injured,7/17/2001,2001
5,NA,killed,7/17/2001,2001
5,NA,injured,7/17/2001,2001
4,NA,killed,7/17/2001,2001
1,PB,arrested,7/17/2001,2001
2,AS,killed,7/18/2001,2001
2,AS,killed,7/18/2001,2001
8,AS,arrested,7/18/2001,2001
2,JK,injured,7/18/2001,2001
5,NA,killed,7/19/2001,2001
2,NA,killed,7/19/2001,2001
1,NA,killed,7/19/2001,2001
1,NA,injured,7/19/2001,2001
1,AS,killed,7/19/2001,2001
1,AS,killed,7/19/2001,2001
1,AS,killed,7/19/2001,2001
2,NA,killed,7/20/2001,2001
2,NA,killed,7/20/2001,2001
1,NA,killed,7/20/2001,2001
1,NA,killed,7/20/2001,2001
2,NA,arrested,7/20/2001,2001
1,NA,killed,7/20/2001,2001
2,NA,killed,7/20/2001,2001
4,NA,killed,7/20/2001,2001
3,AS,killed,7/20/2001,2001
1,TR,killed,7/20/2001,2001
2,NA,killed,7/21/2001,2001
5,NA,killed,7/21/2001,2001
2,NA,killed,7/21/2001,2001
1,NA,killed,7/21/2001,2001
3,NA,killed,7/21/2001,2001
1,NA,injured,7/21/2001,2001
1,NA,killed,7/21/2001,2001
3,NA,killed,7/21/2001,2001
1,NA,killed,7/21/2001,2001
1,NA,killed,7/21/2001,2001
6,AR,killed,7/21/2001,2001
6,AR,injured,7/21/2001,2001
1,JH,killed,7/21/2001,2001
1,NA,arrested,7/21/2001,2001
3,NA,killed,7/22/2001,2001
6,NA,killed,7/22/2001,2001
1,BR|JH,arrested,7/22/2001,2001
1,NA,killed,7/23/2001,2001
7,NA,injured,7/23/2001,2001
2,NA,killed,7/23/2001,2001
1,NA,killed,7/23/2001,2001
1,NA,killed,7/23/2001,2001
4,NA,injured,7/23/2001,2001
1,NA,killed,7/23/2001,2001
3,AS,killed,7/23/2001,2001
1,TR,killed,7/23/2001,2001
1,TR,injured,7/23/2001,2001
1,JH,injured,7/23/2001,2001
1,AP,killed,7/23/2001,2001
1,AP,arrested,7/23/2001,2001
2,JK,killed,7/24/2001,2001
6,JK,injured,7/24/2001,2001
1,JK,killed,7/24/2001,2001
10,JK,injured,7/24/2001,2001
8,JK,injured,7/24/2001,2001
1,JK,killed,7/24/2001,2001
22,WB,injured,7/24/2001,2001
1,NA,arrested,7/24/2001,2001
5,NA,killed,7/25/2001,2001
1,NA,killed,7/25/2001,2001
3,NA,injured,7/25/2001,2001
1,AS,arrested,7/25/2001,2001
1,JK,killed,7/26/2001,2001
1,JK,killed,7/26/2001,2001
2,JK,killed,7/26/2001,2001
1,JK,killed,7/26/2001,2001
3,JK,arrested,7/26/2001,2001
2,MN,killed,7/26/2001,2001
1,MN,injured,7/26/2001,2001
1,AS,killed,7/26/2001,2001
4,NA,killed,7/27/2001,2001
2,NA,injured,7/27/2001,2001
1,NA,killed,7/27/2001,2001
1,NA,killed,7/27/2001,2001
1,NA,killed,7/27/2001,2001
2,NA,injured,7/27/2001,2001
1,NA,killed,7/27/2001,2001
1,NA,killed,7/27/2001,2001
1,AS,killed,7/27/2001,2001
1,JK,killed,7/28/2001,2001
1,JK,killed,7/28/2001,2001
1,JK,injured,7/28/2001,2001
1,JK,injured,7/28/2001,2001
1,JK,injured,7/28/2001,2001
1,JK,arrested,7/28/2001,2001
6,JK,killed,7/28/2001,2001
1,MN,killed,7/28/2001,2001
3,JH,killed,7/28/2001,2001
12,NA,arrested,7/28/2001,2001
1,NA,killed,7/29/2001,2001
2,NA,injured,7/29/2001,2001
2,AS,killed,7/29/2001,2001
3,NA,killed,7/29/2001,2001
2,NA,killed,7/29/2001,2001
3,NA,killed,7/30/2001,2001
4,NA,injured,7/30/2001,2001
1,NA,killed,7/30/2001,2001
4,NA,arrested,7/30/2001,2001
3,NA,arrested,7/30/2001,2001
1,NA,arrested,7/30/2001,2001
3,AS,killed,7/30/2001,2001
4,AS,surrender,7/30/2001,2001
3,JK,killed,7/31/2001,2001
1,JK,killed,7/31/2001,2001
2,JK,arrested,7/31/2001,2001
2,JK,arrested,7/31/2001,2001
3,JK,killed,7/31/2001,2001
1,JK,killed,7/31/2001,2001
1,MN,killed,7/31/2001,2001
1,MN,injured,7/31/2001,2001
6,AS,killed,8/1/2001,2001
8,AS,injured,8/1/2001,2001
0,NA,arrested,8/1/2001,2001
5,JK,killed,8/1/2001,2001
1,JK,killed,8/1/2001,2001
4,JK,injured,8/1/2001,2001
1,JK,killed,8/1/2001,2001
11,JK,injured,8/1/2001,2001
1,JK,killed,8/1/2001,2001
2,JK,killed,8/1/2001,2001
2,AS,killed,8/1/2001,2001
1,AS,killed,8/1/2001,2001
4,MN,injured,8/1/2001,2001
2,NA,killing,8/3/2001,2001
2,AP,arrested,8/3/2001,2001
1,JH,arrested,8/3/2001,2001
4,JK,injured,8/4/2001,2001
4,JK,killed,8/4/2001,2001
2,JK,killed,8/4/2001,2001
2,JK,killed,8/4/2001,2001
2,JK,injured,8/4/2001,2001
1,JK,killed,8/4/2001,2001
1,JK,killed,8/4/2001,2001
2,JK,injured,8/4/2001,2001
3,JK,killed,8/4/2001,2001
4,JK,injured,8/4/2001,2001
3,JK,arrested,8/4/2001,2001
1,AS,killed,8/4/2001,2001
1,MH,killed,8/4/2001,2001
3,MN,surrendered,8/4/2001,2001
3,JK,killed,8/5/2001,2001
2,JK,killed,8/5/2001,2001
1,JK,killed,8/5/2001,2001
1,AS,killed,8/5/2001,2001
3,AS,arrested,8/5/2001,2001
10,AS,killed,8/6/2001,2001
2,AS,injured,8/6/2001,2001
3,AS,killed,8/6/2001,2001
5,AS,injured,8/6/2001,2001
2,AS,killed,8/6/2001,2001
2,JK,killed,8/6/2001,2001
1,JK,killed,8/6/2001,2001
1,JK,killed,8/6/2001,2001
1,JK,killed,8/6/2001,2001
2,MN,killed,8/6/2001,2001
1,AP,killed,8/6/2001,2001
1,JK,killed,8/7/2001,2001
1,JK,killed,8/7/2001,2001
1,AP,arrested,8/7/2001,2001
2,JH,killed,8/7/2001,2001
2,JH,arrested,8/7/2001,2001
2,NA,killed,8/7/2001,2001
1,NA,arrested,8/7/2001,2001
1,NA,arrested,8/7/2001,2001
3,JK,arrested,8/8/2001,2001
4,JK,killed,8/8/2001,2001
1,JK,killed,8/8/2001,2001
3,JK,killed,8/8/2001,2001
1,JK,injured,8/8/2001,2001
1,JK,killed,8/8/2001,2001
1,NA,killed,8/8/2001,2001
2,AS,arrested,8/8/2001,2001
2,NA,killed,8/9/2001,2001
1,NA,killed,8/9/2001,2001
1,NA,killed,8/9/2001,2001
2,AS|MN,killed,8/9/2001,2001
4,AS|MN,arrested,8/9/2001,2001
4,AS,injured,8/9/2001,2001
27,NA,surrendered,8/9/2001,2001
1,NA,killed,8/10/2001,2001
1,NA,killed,8/10/2001,2001
4,NA,injured,8/10/2001,2001
1,NA,injured,8/10/2001,2001
3,AS,killed,8/10/2001,2001
2,AS,killed,8/10/2001,2001
1,AS,killed,8/10/2001,2001
1,TR,killed,8/10/2001,2001
1,TR,injured,8/10/2001,2001
1,AP,killed,8/10/2001,2001
6,OR,killed,8/11/2001,2001
22,OR,injured,8/11/2001,2001
5,NA,killed,8/11/2001,2001
2,NA,injured,8/11/2001,2001
2,NA,killed,8/11/2001,2001
1,AS,killed,8/11/2001,2001
5,JH,arrested,8/11/2001,2001
1,NA,killed,8/12/2001,2001
2,NA,killed,8/12/2001,2001
9,NA,injured,8/12/2001,2001
5,NA,killed,8/12/2001,2001
1,NA,killed,8/12/2001,2001
4,NA,injured,8/12/2001,2001
1,NA,killed,8/12/2001,2001
1,NA,killed,8/13/2001,2001
1,NA,killed,8/13/2001,2001
1,NA,killed,8/13/2001,2001
2,NA,killed,8/13/2001,2001
1,NA,killed,8/13/2001,2001
5,NA,killed,8/13/2001,2001
1,NA,killed,8/13/2001,2001
1,NA,killed,8/13/2001,2001
2,NA,killed,8/13/2001,2001
2,NA,injured,8/13/2001,2001
1,NA,killed,8/13/2001,2001
3,AS,killed,8/13/2001,2001
1,AS,killed,8/13/2001,2001
1,AS,killed,8/13/2001,2001
1,AS,killed,8/13/2001,2001
1,NA,killed,8/14/2001,2001
1,NA,killed,8/14/2001,2001
1,NA,killed,8/14/2001,2001
1,NA,killed,8/14/2001,2001
2,UP,arrested,8/14/2001,2001
13,AS,injured,8/14/2001,2001
1,AS,killed,8/14/2001,2001
2,ML,arrested,8/14/2001,2001
1,NA,killed,8/15/2001,2001
1,NA,killed,8/15/2001,2001
1,NA,killed,8/15/2001,2001
1,NA,killed,8/15/2001,2001
2,NA,killed,8/15/2001,2001
1,AS,killed,8/15/2001,2001
3,NA,killed,8/16/2001,2001
2,NA,injured,8/16/2001,2001
31,NA,injuring,8/16/2001,2001
6,NA,injured,8/16/2001,2001
1,NA,arrested,8/16/2001,2001
3,NA,arrested,8/16/2001,2001
0,NA,arrested,8/16/2001,2001
3,BR|JH,killed,8/16/2001,2001
1,NA,injured,8/16/2001,2001
2,NA,arrested,8/16/2001,2001
1,NA,killed,8/17/2001,2001
1,NA,killed,8/17/2001,2001
2,NA,injured,8/17/2001,2001
1,NA,arrested,8/17/2001,2001
1,NA,killed,8/17/2001,2001
1,NA,killed,8/17/2001,2001
1,NA,injured,8/17/2001,2001
6,NA,surrendered,8/17/2001,2001
1,NA,arrested,8/17/2001,2001
7,JK,killed,9/8/2001,2001
2,JK,killed,9/8/2001,2001
2,JK,killed,9/8/2001,2001
1,JK,injured,9/8/2001,2001
1,JK,injured,9/8/2001,2001
1,JK,killed,9/8/2001,2001
1,JK,killed,9/8/2001,2001
1,NA,killed,9/9/2001,2001
24,NA,injured,9/9/2001,2001
6,NA,killed,9/9/2001,2001
6,NA,injured,9/9/2001,2001
1,NA,killed,9/9/2001,2001
2,NA,killed,9/9/2001,2001
1,NA,killed,9/9/2001,2001
2,NA,killed,9/9/2001,2001
1,NA,killed,9/9/2001,2001
6,JK,killed,9/10/2001,2001
1,JK,killed,9/10/2001,2001
2,JK,killed,9/10/2001,2001
1,JK,killed,9/10/2001,2001
18,JK,injured,9/10/2001,2001
2,JK,killed,9/10/2001,2001
6,JK,injured,9/10/2001,2001
1,JK,killed,9/10/2001,2001
2,AS,killed,9/10/2001,2001
1,AS,injured,9/10/2001,2001
1,AS,killed,9/10/2001,2001
1,AS,arrested,9/10/2001,2001
3,JH,arrested,9/10/2001,2001
1,MH,arrested,9/10/2001,2001
2,JK,killed,9/11/2001,2001
1,JK,killed,9/11/2001,2001
7,JK,injured,9/11/2001,2001
1,JK,injured,9/11/2001,2001
3,JK,killed,9/11/2001,2001
4,JK,killed,9/11/2001,2001
1,JH,killed,9/11/2001,2001
3,JH,injured,9/11/2001,2001
1,AP,killed,9/11/2001,2001
1,NA,killed,9/12/2001,2001
4,NA,injured,9/12/2001,2001
2,NA,arrested,9/12/2001,2001
1,NA,killed,9/12/2001,2001
1,NA,arrested,9/12/2001,2001
3,NA,killed,9/13/2001,2001
4,NA,injured,9/13/2001,2001
1,NA,killed,9/13/2001,2001
1,NA,injured,9/13/2001,2001
1,NA,killed,9/13/2001,2001
2,AP,killed,9/14/2001,2001
3,NA,killed,9/15/2001,2001
1,NA,killed,9/15/2001,2001
2,NA,injured,9/15/2001,2001
1,NA,killed,9/15/2001,2001
1,NA,killed,9/15/2001,2001
1,NA,killed,9/15/2001,2001
0,NA,kill,9/15/2001,2001
2,AS,killed,9/16/2001,2001
1,NA,killed,9/16/2001,2001
4,NA,injured,9/16/2001,2001
1,NA,killed,9/16/2001,2001
2,NA,injured,9/16/2001,2001
2,NA,injured,9/16/2001,2001
6,NA,injured,9/16/2001,2001
1,NA,injured,9/16/2001,2001
4,NA,killed,9/25/2001,2001
2,NA,killed,9/25/2001,2001
0,NA,killed,9/25/2001,2001
2,NA,injured,9/25/2001,2001
2,NA,killed,9/25/2001,2001
1,NA,killed,9/25/2001,2001
1,NA,killed,9/25/2001,2001
1,NA,killed,9/25/2001,2001
1,NA,killed,9/25/2001,2001
5,AS,arrested,9/25/2001,2001
1,AS,arrested,9/25/2001,2001
17,WB,arrested,9/25/2001,2001
0,WB,arrested,9/25/2001,2001
6,NA,arrested,9/25/2001,2001
2,JK,killed,9/27/2001,2001
2,JK,killed,9/27/2001,2001
10,JK,injured,9/27/2001,2001
1,JK,killed,9/27/2001,2001
2,TR,killed,9/27/2001,2001
8,TR,arrested,9/27/2001,2001
4,JK,killed,9/28/2001,2001
1,JK,killed,9/28/2001,2001
1,JK,killed,9/28/2001,2001
1,JK,killed,9/28/2001,2001
2,JK,injured,9/28/2001,2001
1,JK,killed,9/28/2001,2001
1,AS,surrendered,9/28/2001,2001
8,AS,arrested,9/28/2001,2001
3,NA,killed,9/29/2001,2001
1,NA,injured,9/29/2001,2001
5,NA,killed,9/29/2001,2001
3,NA,killed,9/29/2001,2001
3,JK,killed,9/30/2001,2001
2,JK,killed,9/30/2001,2001
1,JK,killed,9/30/2001,2001
1,JK,killed,9/30/2001,2001
3,JK,killed,9/30/2001,2001
3,JK,injured,9/30/2001,2001
1,JK,killed,9/30/2001,2001
1,JK,killed,9/30/2001,2001
3,JK,injured,9/30/2001,2001
2,NA,killed,10/1/2001,2001
6,NA,injured,10/1/2001,2001
2,NA,killed,10/1/2001,2001
1,NA,injured,10/1/2001,2001
2,NA,killed,10/1/2001,2001
3,NA,killed,10/1/2001,2001
1,NA,killed,10/1/2001,2001
11,NA,arrested,10/1/2001,2001
1,MH,arrested,10/1/2001,2001
36,NA,killed,10/2/2001,2001
70,NA,injured,10/2/2001,2001
1,AP,killed,10/2/2001,2001
1,NA,killed,10/3/2001,2001
0,AP,surrendered,10/3/2001,2001
3,NA,killed,10/4/2001,2001
2,NA,injured,10/4/2001,2001
4,NA,killed,10/4/2001,2001
1,NA,killed,10/4/2001,2001
1,NA,killed,10/4/2001,2001
1,NA,killed,10/4/2001,2001
21,AP,surrendered,10/4/2001,2001
6,NA,arrested,10/4/2001,2001
3,NA,killed,10/5/2001,2001
3,NA,killed,10/5/2001,2001
1,NA,killed,10/5/2001,2001
